subject,theme,level,question,choice_a,choice_b,choice_c,choice_d,correct,explanation,hint
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom du traité qui met fin à la querelle des investitures en 1122 ?,Le concordat de Bologne,Le concordat de Vienne,Le concordat de Worms,Le traité de Verdun,2,Le concordat de Worms (1122) met fin à la querelle des investitures. Le roi peut investir les évêques pour leurs fonctions temporelles mais l'Église nomme les évêques pour leurs fonctions spirituelles.,C'est un compromis entre les deux pouvoirs.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on les foires commerciales qui se tiennent régulièrement dans les villes médiévales ?,Les marchés journaliers,Les foires de Champagne,Les bazars,Les comptoirs,1,Les foires de Champagne sont les grandes foires commerciales médiévales qui se tiennent dans les villes de Champagne (Troyes Provins). Des marchands de toute l'Europe s'y retrouvent.,Elles jouent un rôle crucial dans le développement du commerce international médiéval.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom du mouvement paysan de révolte en France en 1358 ?,La croisade des pauvres,La Jacquerie,La guerre des paysans,Le soulèvement des serfs,1,La Jacquerie est une grande révolte paysanne en 1358 en France. Elle est provoquée par les exactions des nobles la guerre et la peste. Elle est brutalement réprimée.,Son nom vient du surnom des paysans : Jacques Bonhomme.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment s'appelle la période de la vie d'un jeune noble avant l'adoubement ?,L'apprenti chevalier,Le page puis l'écuyer,Le varlet,Le damoiseau,1,Un jeune noble est d'abord page (à 7 ans) au service d'un seigneur puis écuyer (à 14 ans) assistant un chevalier. Il est adoubé chevalier vers 21 ans.,Cette formation dure une quinzaine d'années.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qu'est-ce qu'un keep (donjon) dans un château médiéval ?,La grande salle d'apparat,La tour principale la plus haute et solide servant de dernier refuge,Les écuries,La chapelle du château,1,Le donjon est la tour principale du château fort. C'est la structure la plus solide qui sert de dernier refuge en cas de siège. Le seigneur y habite parfois.,Le mot donjon vient du latin dominium : le pouvoir du seigneur.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qui est Henri IV roi de France ?,Un roi médiéval,Un roi du XVe siècle,Le roi qui s'humilie à Canossa devant le pape en 1077,Un croisé allemand,2,L'Empereur Henri IV (du Saint Empire) est humilié en 1077 à Canossa où il attend pieds nus dans la neige le pardon du pape Grégoire VII. C'est le symbole de la supériorité du pouvoir spirituel sur le temporel.,Cet épisode est l'un des plus marquants de la querelle des investitures.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on les grandes cathédrales reconstruites dans un style nouveau aux XIIe-XIIIe siècles ?,Cathédrales romanes,Cathédrales gothiques,Cathédrales byzantines,Cathédrales islamiques,1,Les cathédrales gothiques sont construites aux XIIe-XIIIe siècles avec arcs en ogive arcs-boutants et grandes verrières. Elles remplacent les cathédrales romanes plus sombres.,Notre-Dame de Paris Chartres et Reims sont les plus célèbres exemples.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom du grand pape réformateur qui lance la querelle des investitures ?,Léon III,Urbain II,Innocent III,Grégoire VII,3,Grégoire VII (pape 1073-1085) est le grand réformateur qui affirme la supériorité du pouvoir spirituel sur le temporel et condamne la simonie et l'investiture laïque.,Son nom a donné le terme réforme grégorienne.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on la période de la papauté à Avignon (1309-1377) ?,Le Grand Schisme d'Occident,La Captivité babylonienne des papes,La réforme grégorienne,Le schisme orient-occident,1,La Captivité babylonienne des papes désigne la période 1309-1377 où la papauté réside à Avignon sous influence française plutôt qu'à Rome.,Cette situation porte atteinte au prestige universel de la papauté.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le symbole de la justice et du pouvoir royal que tient le roi dans ses représentations officielles ?,L'épée seule,La couronne seule,Le sceptre et la main de justice,Le glaive et la balance,2,Le roi est représenté avec le sceptre (bâton de commandement) et la main de justice (statuette dorée). Ces regalia symbolisent son pouvoir.,Le trésor royal contient ces objets utilisés lors du sacre.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on l'enfant noble confié à un seigneur pour son éducation ?,Un apprenti,Un page,Un écuyer,Un novice,1,Le page est un jeune noble (7-14 ans) envoyé chez un grand seigneur pour y apprendre les manières courtoises l'équitation et les arts martiaux.,C'est la première étape de la formation d'un futur chevalier.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qu'est-ce que la gabelle ?,Une taxe sur le sel,Une taxe sur la farine,Un impôt direct sur les paysans,Une taxe sur le vin,0,La gabelle est la taxe royale sur le sel en France médiévale et moderne. Le sel est indispensable à la conservation des aliments ce qui en fait un produit stratégique.,La gabelle est très impopulaire et sera abolie lors de la Révolution.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom du grand conflit politique entre Philippe IV le Bel et le pape Boniface VIII ?,La querelle des investitures,La querelle de Canossa,L'affaire de l'Anagni,Le schisme d'Occident,2,L'affaire d'Anagni (1303) voit les agents de Philippe IV souffleter le pape Boniface VIII en Italie. Cette humiliation du pape marque le début du déclin de la puissance papale face aux rois.,Boniface VIII meurt peu après d'humiliation selon la tradition.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qu'est-ce qu'un vassal ?,Un paysan serf,Un seigneur qui reçoit un fief et jure fidélité à un suzerain,Un moine chevalier,Un marchand itinérant,1,Le vassal est le seigneur qui reçoit un fief (terre) de son suzerain en échange de sa fidélité et de services (militaires principalement).,La relation vassalique est au cœur de la féodalité.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom de la grande révolte anglaise des paysans en 1381 ?,La Jacquerie,La guerre des Deux Roses,La révolte de Wat Tyler,La Magna Carta,2,La révolte de Wat Tyler (1381) est le grand soulèvement paysan anglais provoqué par la poll tax (impôt de capitation) et les conditions sociales après la peste noire.,Elle est réprimée mais marque une étape vers la fin du servage en Angleterre.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on le droit du seigneur de rendre la justice sur ses terres ?,Le droit de ban,La justice seigneuriale,Le droit d'ainesse,La saisine,1,La justice seigneuriale est le droit du seigneur de juger et punir les habitants de sa seigneurie. C'est l'une des prérogatives fondamentales du seigneur féodal.,Le roi tente progressivement de reprendre ce pouvoir de justice à la noblesse.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment s'appelle le rassemblement des seigneurs vassaux d'un même suzerain ?,Le parlement,La cour seigneuriale (curia),L'hommage collectif,Le concile,1,La cour seigneuriale (curia) est l'assemblée des vassaux d'un seigneur. Elle le conseille et participe aux décisions importantes. Le roi réunit ses grands vassaux dans la curia regis.,C'est l'origine lointaine des institutions représentatives médiévales.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qu'est-ce que le champart ?,La taxe sur le moulin,La redevance en nature (fraction de la récolte) que le paysan doit au seigneur,L'impôt royal,La taxe sur le sel,1,Le champart est la redevance en nature par laquelle le paysan remet une partie de sa récolte (un quart par exemple) directement au seigneur.,C'est l'une des nombreuses redevances que doivent les paysans à leur seigneur.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on les ordres mendiants qui prêchent dans les villes au XIIIe siècle ?,Les Bénédictins,Les Cisterciens,Les Franciscains et Dominicains,Les Templiers,2,Les Franciscains (fondés par saint François) et les Dominicains (fondés par saint Dominique) sont les principaux ordres mendiants. Ils vivent de charité prêchent en ville et enseignent dans les universités.,Ils répondent aux besoins spirituels des villes en pleine croissance au XIIIe siècle.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le rôle des châteaux forts dans la défense territoriale féodale ?,Aucun rôle défensif,Ils servent de résidence uniquement,Ils contrôlent le territoire permettent de résister aux assauts et protègent la population locale,Ils servent uniquement de prison,2,Le château fort est la pièce maîtresse de la défense féodale. Il contrôle les voies d'accès protège la population en cas d'attaque et symbolise le pouvoir du seigneur sur son territoire.,Un seigneur sans château est un seigneur sans pouvoir réel.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom de la grande abbaye cistercienne fondée par saint Bernard en Bourgogne ?,Cluny,Fontenay,Clairvaux,Vézelay,2,Clairvaux est l'abbaye fondée par saint Bernard en 1115. Elle devient le modèle du renouveau cistercien avec son architecture sobre dépourvue de tout ornement superflu.,Saint Bernard de Clairvaux est la figure dominante de l'Église catholique au XIIe siècle.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom du roi d'Angleterre qui signe la Magna Carta en 1215 ?,Richard Cœur de Lion,Henri II,Jean sans Terre,Édouard III,2,Jean sans Terre est le roi d'Angleterre contraint par les barons de signer la Magna Carta en 1215. Elle limite le pouvoir royal et garantit certains droits aux nobles.,Ce texte est l'une des bases du droit constitutionnel anglais.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment s'appelle la région du sud de la France où se développe l'hérésie cathare au XIIe siècle ?,La Normandie,L'Île-de-France,Le Languedoc,La Bourgogne,2,Le Languedoc (Midi de la France) est le foyer de l'hérésie cathare au XIIe-XIIIe siècle. Montségur Albi et Carcassonne en sont les villes emblématiques.,La croisade contre les Albigeois (1209) y est menée par Simon de Montfort.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Quel est le nom du document que Jean sans Terre signe en 1215 limitant les pouvoirs du roi d'Angleterre ?,Le Concordat de Worms,La Magna Carta,La Charte des libertés,Le Bill of Rights,1,La Magna Carta (Grande Charte) de 1215 est le document par lequel Jean sans Terre accepte de limiter son pouvoir et de respecter les droits des barons anglais.,C'est l'un des premiers textes constitutionnels de l'histoire occidentale.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on le mouvement qui réclame que le concile des évêques soit supérieur au pape ?,La réforme grégorienne,Le conciliarisme,L'inquisition,La simonie,1,Le conciliarisme est le mouvement qui affirme que le concile général des évêques est supérieur au pape. Il se développe au XVe siècle face aux abus de la papauté.,Le concile de Constance (1414-1418) met fin au schisme d'Occident mais n'impose pas le conciliarisme.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qui est Innocent III pape au début du XIIIe siècle ?,Le pape qui lance la première croisade,Le pape le plus puissant du Moyen Âge qui affirme la supériorité du Saint-Siège sur les rois,Un pape du schisme d'Occident,Le pape qui signe le concordat de Worms,1,Innocent III (pape 1198-1216) est au sommet de la puissance papale médiévale. Il lance la quatrième croisade la croisade contre les Albigeois et le quatrième concile du Latran. Il impose sa volonté à plusieurs rois.,Son pontificat est le zénith du pouvoir papal dans l'histoire.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Qu'est-ce que le franc-alleu ?,Une terre possédée librement sans devoir hommage à un suzerain,Une propriété royale,Un fief militaire,Une terre ecclésiastique,0,Le franc-alleu est une terre possédée librement sans obligation féodale envers un seigneur. Elle n'est pas un fief. Le propriétaire n'est vassal de personne pour cette terre.,Ces terres libres deviennent de plus en plus rares au fur et à mesure que la féodalité s'étend.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),1,Comment appelle-t-on le droit que possède le seigneur de contraindre les habitants de sa seigneurie (le ban) ?,Le droit de haute justice,Le droit de basse justice,Le droit de ban,La taille,2,Le droit de ban est le droit de commandement et de contrainte que possède le seigneur sur les habitants de sa seigneurie. Il lui donne le droit de lever des troupes de percevoir des taxes et de rendre la justice.,Les banalités (moulin four pressoir) découlent directement du droit de ban.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi dit-on que la société féodale repose sur des liens personnels plutôt que sur des lois écrites ?,Car il n'existe pas de lois au Moyen Âge,Car les relations de vassalité sont fondées sur des serments personnels de fidélité qui créent des obligations réciproques entre individus et non sur un code juridique universel,Car les serments sont écrits sur parchemin,Car la féodalité est un système purement économique,1,La féodalité fonctionne grâce au serment personnel : un vassal jure fidélité à son seigneur et non à un État abstrait. Ces liens personnels créent un réseau d'obligations réciproques qui structure toute la société.,C'est ce caractère personnel qui distingue fondamentalement la féodalité de l'État moderne.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la théorie des trois ordres reflète-t-elle et justifie-t-elle les inégalités de la société médiévale ?,Elle condamne les inégalités,Elle présente la division en trois ordres comme un ordre naturel et divin où chacun a sa place et sa fonction rendant les inégalités légitimes et immuables,Elle décrit des ordres sans hiérarchie entre eux,Elle est uniquement une description économique,1,La théorie des trois ordres (théorisée au XIe siècle) affirme que Dieu a voulu une société en trois groupes complémentaires : prêtres guerriers et paysans. Cette vision légitime les privilèges de la noblesse et du clergé en les présentant comme voulus par Dieu.,Cette idéologie justifie les inégalités en les sacralisant.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment la querelle des investitures révèle-t-elle le conflit structurel entre pouvoir spirituel et temporel ?,Elle montre que pape et empereurs s'entendent toujours,Elle révèle que la nomination des évêques est à la fois un enjeu religieux et politique : les évêques sont riches et puissants et les deux pouvoirs veulent contrôler leur nomination,Elle ne concerne que la religion,Elle montre que les évêques sont au-dessus des rois et du pape,1,Les évêques sont de grands seigneurs qui possèdent des terres et lèvent des armées. Leur nomination par le roi ou le pape est un enjeu de pouvoir : qui contrôle les évêques contrôle une grande partie des richesses et du territoire.,C'est pourquoi la querelle des investitures n'est pas seulement religieuse mais profondément politique.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi les monastères bénédictins sont-ils à la fois des refuges spirituels et des puissances économiques ?,Car ils vendent des reliques,Car ils défrichent des terres cultivent produisent de l'artisanat et accueillent des voyageurs tout en remplissant leur mission religieuse,Car les rois leur donnent de l'argent,Car ils pratiquent l'usure,1,La règle de saint Benoît impose ora et labora (prie et travaille). Les moines défrichent forêts cultivent terres font de l'élevage produisent vin et bière copient des manuscrits. Ils sont des acteurs économiques majeurs tout en étant des centres spirituels.,Cette double nature fait leur richesse et parfois leur corruption.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment la peste noire de 1347-1352 bouleverse-t-elle l'ordre social féodal ?,Elle le renforce en terreur,La mort massive de paysans crée une pénurie de main-d'œuvre qui permet aux serfs survivants d'exiger de meilleures conditions accélérant le déclin du servage,Elle ne modifie pas la structure sociale,Elle élimine uniquement les nobles,1,Avec la mort d'un tiers à la moitié de la population les seigneurs manquent de paysans pour travailler leurs terres. Les serfs survivants fuient vers les villes ou exigent des salaires. Les seigneurs doivent céder des libertés. Le servage recule progressivement en Occident après 1350.,La démographie est ici un moteur de transformation sociale.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la guerre de Cent Ans contribue-t-elle au renforcement du sentiment national français ?,Elle le détruit,Elle crée un ennemi commun (l'Anglais) et une héroïne commune (Jeanne d'Arc) qui fédèrent les Français autour d'une identité nationale naissante,Elle est uniquement une guerre dynastique sans enjeu identitaire,Elle renforce l'identité anglaise uniquement,1,La guerre de Cent Ans oblige les Français à se définir contre un envahisseur anglais. Jeanne d'Arc incarne cette résistance nationale. Le sentiment d'appartenir à une patrie française se forge dans cette longue épreuve.,L'idée de nation française prend racine dans cette guerre.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi le conciliarisme émerge-t-il au XVe siècle comme alternative à la monarchie pontificale absolue ?,Car le pape abandonne ses pouvoirs volontairement,Car les abus des papes et le scandale du schisme d'Occident créent une demande de réforme par le biais d'un concile représentatif supérieur au pape,Car les rois imposent le conciliarisme,Car les moines refusent d'obéir au pape,1,Le schisme d'Occident (1378-1417) avec ses deux ou trois papes simultanés discrédite la papauté. Des théologiens proposent qu'un concile général soit l'autorité suprême de l'Église. Le concile de Constance résout le schisme mais n'impose pas définitivement le conciliarisme.,Cette crise prépare les demandes de réforme qui aboutiront au protestantisme au XVIe siècle.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment l'essor des villes au XIIe-XIIIe siècle modifie-t-il l'équilibre de la société féodale ?,Il ne le modifie pas,Il crée une nouvelle classe (les bourgeois) qui n'entre pas dans le schéma des trois ordres et qui accumule richesses et influence sans être noble,Il renforce la noblesse,Il provoque la disparition des serfs,1,Les bourgeois (marchands artisans) s'enrichissent grâce au commerce. Ils ne sont ni nobles ni clercs ni paysans. Leur richesse et leur autonomie dans les communes remettent en question la rigidité des trois ordres.,L'essor urbain est un facteur de déstabilisation de l'ordre féodal traditionnel.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Quel paradoxe présente l'Église médiévale en matière de richesse et de pauvreté ?,Elle est toujours pauvre,Elle prêche la pauvreté évangélique mais accumule d'immenses richesses (terres bâtiments trésors) ce qui crée des tensions internes et des critiques,Elle est toujours cohérente entre son discours et sa pratique,Elle interdit toute richesse aux clercs,1,L'Église prêche l'humilité et la pauvreté évangéliques mais accumule des richesses considérables : terres diocésaines revenus de la dîme trésors des cathédrales. Ce décalage alimente les critiques et les mouvements réformateurs comme les Franciscains ou les Cathares.,Ce paradoxe est l'une des causes profondes de la Réforme protestante au XVIe siècle.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi le mouvement des communes révèle-t-il les limites de la féodalité ?,Il renforce la féodalité,Les communes montrent que des populations urbaines peuvent s'organiser politiquement en dehors des structures féodales obtenant des droits et libertés négociés,Les communes sont des créations seigneuriales,Les communes n'ont aucune signification politique,1,Les communes obtiennent des chartes qui leur accordent le droit de s'administrer d'élire un maire et de lever leurs propres impôts. Ces droits collectifs contractuels sont une alternative au lien personnel féodal.,Le mouvement communal préfigure une conception contractuelle du pouvoir politique.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment la Magna Carta (1215) illustre-t-elle l'évolution des relations entre le roi et ses barons en Angleterre ?,Elle ne change rien aux relations roi-barons,Elle montre que les barons peuvent imposer au roi des limites écrites à son pouvoir substituant au seul lien féodal personnel un contrat écrit entre le roi et ses sujets,Elle renforce absolument le pouvoir royal,Elle est signée volontairement par le roi,1,Jean sans Terre est contraint de signer la Magna Carta par ses barons révoltés. Ce texte écrit limite le pouvoir royal et garantit certains droits. C'est un tournant : le roi ne peut plus agir seul sans consentement de ses vassaux.,Ce principe du consentement des gouvernés préfigure le constitutionnalisme moderne.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi l'Inquisition est-elle à la fois un instrument religieux et politique ?,Elle est uniquement religieuse,En réprimant les hérétiques l'Église protège l'orthodoxie mais les seigneurs et rois utilisent aussi l'Inquisition pour éliminer des opposants politiques ou s'emparer de leurs biens,Elle est uniquement politique,Elle est créée par les rois contre l'Église,1,L'Inquisition créée pour combattre les hérésies est rapidement utilisée à des fins politiques. Philippe IV utilise l'Inquisition pour condamner les Templiers (1307-1314) et s'emparer de leurs richesses. La frontière entre hérésie et opposition politique est souvent floue.,Les procès de l'Inquisition mêlent souvent enjeux religieux et intérêts politiques.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment expliquer que les rois médiévaux cherchent à renforcer leur autorité face aux grands seigneurs ?,Car ils sont plus forts militairement dès le début,Car ils s'appuient sur l'Église les légistes (juristes) et les bourgeois des villes pour contrebalancer le pouvoir des grands vassaux et construire un État centralisé,Car les seigneurs abdiquent volontairement,Car les croisades affaiblissent tous les seigneurs,1,Les rois renforcent leur pouvoir en s'alliant à l'Église (sacre royal) en développant un appareil juridique et administratif (légistes) et en s'appuyant sur les villes (impôts bourgeoisie). Cette triple alliance royauté-Église-villes affaiblit progressivement la grande noblesse.,C'est le processus de construction de la monarchie centralisée qui aboutira à l'État moderne.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la chevalerie est-elle à la fois un idéal et une réalité souvent différente ?,Elle est toujours vécue parfaitement,L'idéal chevaleresque (protection des faibles loyauté honneur) est célébré dans les romans mais la réalité des combats est souvent violente brutale et peu conforme à cet idéal,La réalité est toujours plus vertueuse que l'idéal,La chevalerie n'a aucun idéal codifié,1,Les romans courtois (comme ceux du cycle arthurien) célèbrent un chevalier parfait loyal courageux et protecteur. Mais la réalité des guerres médiévales est violente : pillages massacres et non-respect des non-combattants sont fréquents.,L'écart entre idéal et réalité est un thème central de la chevalerie médiévale.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi la noblesse résiste-t-elle à la centralisation monarchique ?,Par manque d'organisation,Car la centralisation royal menace ses privilèges fiscaux judiciaires et militaires qui sont le fondement de son pouvoir social et économique,Car elle est favorable au roi par tradition,Car elle préfère l'autorité de l'Église,1,La centralisation royale signifie pour la noblesse : perte du droit de justice (les cours royales prennent le dessus) perte de l'exemption fiscale (le roi veut lever des impôts) et réduction de l'autonomie militaire (les armées royales professionnelles remplacent la cavalerie féodale).,La noblesse résiste donc à ce qui menace directement ses revenus et son prestige.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment la construction des cathédrales gothiques illustre-t-elle la puissance et les valeurs de la société médiévale ?,Elle montre uniquement la richesse des rois,Elle traduit la puissance économique des villes la maîtrise technique des constructeurs et la foi collective qui mobilise des générations pour élever l'édifice vers Dieu,Elle est construite uniquement par des moines,Elle reflète uniquement l'art islamique,1,Une cathédrale gothique prend des décennies à construire. Elle nécessite des investissements énormes de la part des évêques des rois et des donateurs. Les bâtisseurs (architectes maçons vitraillistes) sont des artisans spécialisés. Elle exprime la foi collective d'une ville entière.,La cathédrale gothique est le reflet matériel de toute la civilisation médiévale.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la réforme grégorienne cherche-t-elle à séparer pouvoir spirituel et temporel ?,En supprimant les évêques,En affirmant que le pape seul nomme les clercs que les clercs ne peuvent pas être jugés par les tribunaux laïcs et que le célibat s'impose à tous les prêtres,En fusionnant Église et État,En donnant aux rois plus de contrôle sur l'Église,1,La réforme grégorienne (XIe siècle) vise à libérer l'Église de la tutelle des laïcs : fin de l'investiture laïque célibat obligatoire des prêtres lutte contre la simonie. Elle affirme l'indépendance totale de l'Église vis-à-vis des pouvoirs séculiers.,Cette réforme crée les conditions du conflit entre le pape et l'Empereur qui éclate dans la querelle des investitures.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi la mort de Jeanne d'Arc brûlée par les Anglais en 1431 renforce-t-elle paradoxalement la cause française ?,Car les Anglais regrettent leur acte,Car son martyre crée une figure héroïque et symbolique puissante qui galvanise la résistance française et contribue à la victoire finale en 1453,Car sa mort n'a aucun impact militaire,Car les Anglais sont affaiblis par sa mort,1,En brûlant Jeanne les Anglais créent un martyr. Sa mort injuste aux yeux des Français galvanise l'armée et la population. Charles VII reprend la guerre avec une légitimité renforcée. La victoire de 1453 parachève l'œuvre commencée par Jeanne.,Le destin tragique de Jeanne est indissociable de sa dimension symbolique.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Quel lien peut-on établir entre la féodalité et l'insécurité généralisée du haut Moyen Âge ?,Aucun lien,La féodalité est une réponse à l'insécurité : des populations cherchent la protection de seigneurs forts en échange de leur liberté et de leur travail,La féodalité crée l'insécurité,La féodalité est créée par l'Église pour des raisons spirituelles,1,Après les invasions vikings normandes hongroises et sarrasines (IXe-Xe siècles) les populations cherchent la protection de guerriers locaux. Les paysans se placent sous la protection d'un seigneur fort en échange de travail et d'obéissance. La féodalité naît de ce besoin de sécurité.,C'est la peur des invasions qui pousse les hommes libres à accepter la dépendance féodale.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment les ordres mendiants (Franciscains Dominicains) répondent-ils à la crise de l'Église au XIIIe siècle ?,En quittant l'Église,En incarnant un idéal de pauvreté apostolique et de prédication active qui s'adapte à la réalité urbaine et répond aux critiques d'une Église trop riche,En s'opposant au pape,En créant des institutions séparées de l'Église,1,Face à une Église critiquée pour sa richesse et son manque de contact avec les fidèles des villes les ordres mendiants apportent une réponse concrète : leurs frères vivent de charité prêchent dans les rues et s'installent dans les universités.,Ils sauvent l'Église d'une crise spirituelle qui menaçait de la déstabiliser profondément.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la corvée symbolise-t-elle la relation d'exploitation entre seigneur et paysan dans la féodalité ?,La corvée est volontaire,Elle illustre que le paysan doit du travail gratuit au seigneur sans contrepartie directe ce qui constitue une forme d'exploitation systématisée et légitimée par le système féodal,La corvée est rémunérée,La corvée est temporaire,1,La corvée est le travail gratuit que le paysan doit au seigneur : il laboure les champs du seigneur répare ses chemins construit ses fortifications. Ce travail gratuit sur la réserve seigneuriale est la forme la plus directe d'exploitation dans la seigneurie.,Elle symbolise concrètement la hiérarchie féodale : le paysan travaille pour enrichir son seigneur sans rémunération.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi dit-on que le XIIIe siècle est l'apogée de la puissance papale ?,Car le pape dispose d'une armée plus grande,Car des papes comme Innocent III imposent leur autorité à des rois et empereurs lancent des croisades et organisent un vaste appareil bureaucratique ecclésiastique,Car tous les rois obéissent au pape,Car le XIIIe siècle est la période de la réforme grégorienne,1,Sous Innocent III (1198-1216) le pape exerce une autorité sans précédent : il soumet des rois (Jean sans Terre Philippe Auguste) lance la quatrième croisade et la croisade albigeoise crée l'Inquisition. La papauté dispose d'un vaste réseau diplomatique et judiciaire.,Ce sommet est suivi d'un déclin rapide avec la crise d'Anagni (1303) et le schisme d'Occident.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment expliquer la violence des jacqueries et autres révoltes paysannes du XIVe siècle ?,Par la pure méchanceté des paysans,Par l'accumulation de charges (dîme corvées banalités) aggravées par la guerre et la peste sur des populations déjà affaiblies qui finissent par exploser,Par une organisation révolutionnaire préméditée,Par l'influence d'idées hérétiques,1,Les paysans du XIVe siècle subissent : la peste (1347-1352) les ravages des armées (chevauchées anglaises) les exactions des nobles et de l'Église. Les révoltes comme la Jacquerie (1358) sont des explosions de colère face à cette accumulation de souffrances.,Ces révoltes montrent les limites d'un système qui surcharge sa base productive.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Quel rôle les cathédrales gothiques jouent-elles dans l'éducation des fidèles au Moyen Âge ?,Aucun rôle éducatif,Elles sont des Bibles en pierre : leurs sculptures vitraux et images racontent l'Écriture sainte à une population qui ne sait pas lire,Elles servent uniquement aux clercs lettrés,Elles éduquent uniquement à l'art de la guerre,1,La grande majorité des fidèles médiévaux est analphabète. Les cathédrales leur enseignent la foi par les images : tympans sculptés représentant le Jugement dernier vitraux racontant des épisodes bibliques statues des saints.,La cathédrale est à la fois un lieu de culte et un instrument d'éducation religieuse visuelle.
